CONTRATO	PLAN	FECHA ACTIVACION	FECHA BAJA
709225090	ATT CONSIGUELO BASICO 1	24/12/18	23/01/19
705895951	ATT CONSIGUELO BASICO 1	11/11/18	26/01/19
36883560	ATT CONSIGUELO BASICO 2	01/08/18	19/01/19
37913219	ATT CONSIGUELO BASICO 2	08/08/18	31/01/19
701056533	ATT CONSIGUELO BASICO 2	03/09/18	19/01/19
707038907	ATT CONSIGUELO BASICO 2	23/11/18	29/01/19
708865558	ATT CONSIGUELO BASICO 1	17/12/18	03/01/19
37910213	ATT CONSIGUELO BASICO 1.5	08/08/18	17/01/19
38687862	ATT INTERNET EN CASA COMPLETO	18/08/18	09/01/19
36686032	ATT CONSIGUELO COMPLETO 6.5	29/07/18	18/01/19
38671476	ATT CONSIGUELO COMPLETO 5	17/08/18	24/01/19
38677282	ATT CONSIGUELO BASICO 3	18/08/18	04/01/19
700004251	ATT CONSIGUELO COMPLETO 5	19/08/18	04/01/19
700034316	ATT CONSIGUELO COMPLETO 6.5	21/08/18	06/01/19
700248672	ATT CONSIGUELO BASICO 1.5	23/08/18	11/01/19
700257313	ATT CONSIGUELO BASICO 1.5	24/08/18	18/01/19
700262123	ATT CONSIGUELO BASICO 1.5	24/08/18	11/01/19
700281526	ATT CONSIGUELO COMPLETO 5	25/08/18	10/01/19
700284947	ATT CONSIGUELO BASICO 3	25/08/18	10/01/19
700725401	ATT CONSIGUELO BASICO 1.5	29/08/18	16/01/19
700755364	ATT CONSIGUELO COMPLETO 6.5	30/08/18	16/01/19
701013420	ATT CONSIGUELO COMPLETO 5	02/09/18	18/01/19
701042768	ATT CONSIGUELO COMPLETO 6.5	03/09/18	24/01/19
701460719	ATT CONSIGUELO COMPLETO 6.5	09/09/18	28/01/19
701722881	ATT CONSIGUELO COMPLETO 5	12/09/18	28/01/19
703881126	ATT CONSIGUELO BASICO 1	20/10/18	23/01/19
705054052	ATT CONSIGUELO BASICO 1	04/11/18	30/01/19
701053637	ATT V2 CT DAMOSMAS 349	03/09/18	02/01/19
36867945	ATT CONSIGUELO BASICO 2	31/07/18	18/01/19
37018881	ATT CONSIGUELO BASICO 2	02/08/18	18/01/19
38671505	ATT CONSIGUELO BASICO 1.5	17/08/18	04/01/19
38678346	ATT CONSIGUELO BASICO 1.5	18/08/18	04/01/19
702141886	ATT CONSIGUELO BASICO 1.5	21/09/18	23/01/19
703134041	ATT CONSIGUELO BASICO 2	08/10/18	18/01/19
36192558	ATT CONSIGUELO BASICO 1	20/07/18	06/01/19
37013606	ATT CONSIGUELO BASICO 3	02/08/18	09/01/19
37254259	ATT CONSIGUELO BASICO 2	04/08/18	23/01/19
38661553	ATT CONSIGUELO BASICO 1	17/08/18	13/01/19
700012316	ATT CONSIGUELO BASICO 2	19/08/18	06/01/19
700024800	ATT CONSIGUELO BASICO 1	20/08/18	06/01/19
700036123	ATT CONSIGUELO BASICO 2	21/08/18	08/01/19
700256419	ATT CONSIGUELO BASICO 2	24/08/18	11/01/19
700290206	ATT CONSIGUELO BASICO 1.5	26/08/18	10/01/19
700774132	ATT CONSIGUELO BASICO 1	31/08/18	17/01/19
700792761	ATT CONSIGUELO BASICO 2	01/09/18	19/01/19
700783388	ATT CONSIGUELO BASICO 1	01/09/18	24/01/19
703135271	ATT CONSIGUELO BASICO 1.5	08/10/18	16/01/19
700710920	ATT CONSIGUELO BASICO 2	28/08/18	16/01/19
700734458	ATT CONSIGUELO BASICO 2	29/08/18	16/01/19
701228897	ATT INTERNET EN CASA COMPLETO V2	04/09/18	30/01/19
701552373	ATT CONSIGUELO BASICO 1	10/09/18	24/01/19
700250509	ATT CONSIGUELO BASICO 1.5	23/08/18	11/01/19
700549239	ATT CONSIGUELO BASICO 2	27/08/18	14/01/19
700764547	ATT CONSIGUELO BASICO 2	31/08/18	17/01/19
700772747	ATT CONSIGUELO BASICO 2	31/08/18	17/01/19
701556403	ATT CONSIGUELO BASICO 2	10/09/18	27/01/19
701560393	ATT CONSIGUELO BASICO 2	10/09/18	27/01/19
701040163	ATT CONSIGUELO BASICO 1.5	02/09/18	27/01/19
703465970	ATT CONSIGUELO BASICO 2	12/10/18	22/01/19
36402261	ATT CONSIGUELO BASICO 3	23/07/18	11/01/19
700248228	ATT CONSIGUELO BASICO 2	23/08/18	29/01/19
702948381	ATT CONSIGUELO BASICO 2	04/10/18	16/01/19
701834386	ATT CONSIGUELO BASICO 2	15/09/18	11/01/19
709775085	ATT CONSIGUELO BASICO 2	28/12/18	09/01/19
709479866	ATT CONSIGUELO BASICO 1	26/12/18	26/01/19
36639411	ATT CONSIGUELO BASICO 1	26/07/18	19/01/19
36683924	ATT CONSIGUELO BASICO 2	29/07/18	18/01/19
702272490	ATT CONSIGUELO BASICO 1	22/09/18	18/01/19
704464672	ATT CONSIGUELO BASICO 3	27/10/18	07/01/19
705058350	ATT CONSIGUELO COMPLETO 5	04/11/18	29/01/19
13208138	ATTV3 CONTODONEG 299 C RX	27/12/18	26/01/19
36221678	ATT CONSIGUELO BASICO 1.5	22/07/18	08/01/19
37264550	ATT CONSIGUELO BASICO 1.5	04/08/18	26/01/19
38352770	ATT CONSIGUELO BASICO 1.5	12/08/18	02/01/19
700036529	ATT CONSIGUELO BASICO 2	21/08/18	08/01/19
700783586	ATT CONSIGUELO BASICO 1.5	01/09/18	19/01/19
701448646	ATT CONSIGUELO BASICO 1.5	08/09/18	27/01/19
706613876	ATT CONSIGUELO BASICO 1.5	18/11/18	09/01/19
706655881	ATT CONSIGUELO BASICO 1	19/11/18	15/01/19
36161088	ATT CONSIGUELO BASICO 3	18/07/18	10/01/19
36882665	ATT CONSIGUELO BASICO 3	01/08/18	19/01/19
37013053	ATT CONSIGUELO BASICO 2	02/08/18	05/01/19
38059671	ATT CONSIGUELO BASICO 2	09/08/18	22/01/19
38073605	ATT CONSIGUELO BASICO 2	10/08/18	27/01/19
705452358	ATT CONSIGUELO BASICO 3	08/11/18	21/01/19
36652665	ATT CONSIGUELO BASICO 2	27/07/18	10/01/19
38574634	ATT CONSIGUELO BASICO 3	15/08/18	02/01/19
701050588	ATT CONSIGUELO BASICO 2	03/09/18	11/01/19
36662002	ATT CONSIGUELO BASICO 1.5	27/07/18	06/01/19
36874455	ATT CONSIGUELO BASICO 2	01/08/18	27/01/19
37795153	ATT CONSIGUELO BASICO 2	07/08/18	23/01/19
38595526	ATT CONSIGUELO BASICO 2	16/08/18	10/01/19
700021646	ATT CONSIGUELO BASICO 2	20/08/18	06/01/19
700248181	ATT CONSIGUELO BASICO 2	23/08/18	11/01/19
700250229	ATT CONSIGUELO BASICO 3	23/08/18	14/01/19
700292224	ATT CONSIGUELO BASICO 2	26/08/18	22/01/19
700796419	ATT CONSIGUELO BASICO 2	01/09/18	19/01/19
701240806	ATT CONSIGUELO BASICO 1	05/09/18	21/01/19
701459865	ATT CONSIGUELO COMPLETO 5	08/09/18	24/01/19
701968308	ATT CONSIGUELO BASICO 1	19/09/18	17/01/19
701980209	ATT CONSIGUELO BASICO 2	19/09/18	05/01/19
707416371	ATT CONSIGUELO BASICO 2	01/12/18	05/01/19
709590764	ATT CONSIGUELO BASICO 1	27/12/18	10/01/19
36677840	ATT CONSIGUELO BASICO 1	28/07/18	24/01/19
36677049	ATT CONSIGUELO BASICO 1	28/07/18	23/01/19
36872619	ATT CONSIGUELO BASICO 2	01/08/18	19/01/19
37242053	ATT CONSIGUELO BASICO 1.5	03/08/18	23/01/19
700288056	ATT CONSIGUELO BASICO 2	25/08/18	10/01/19
702928463	ATT CONSIGUELO BASICO 1	03/10/18	04/01/19
707039096	ATT CONSIGUELO BASICO 1	23/11/18	25/01/19
701035971	ATT CONSIGUELO BASICO 1	02/09/18	19/01/19
702644708	ATT CONSIGUELO BASICO 3	30/09/18	30/01/19
35675218	ATT CONSIGUELO BASICO 2	14/07/18	04/01/19
36688850	ATT CONSIGUELO BASICO 1.5	29/07/18	17/01/19
37264692	ATT CONSIGUELO BASICO 1.5	04/08/18	21/01/19
37509906	ATT CONSIGUELO BASICO 1.5	05/08/18	23/01/19
38486518	ATT CONSIGUELO BASICO 3	13/08/18	24/01/19
700281302	ATT CONSIGUELO BASICO 2	25/08/18	10/01/19
703360813	ATT CONSIGUELO BASICO 2	11/10/18	17/01/19
706636119	ATT CONSIGUELO BASICO 2	18/11/18	04/01/19
701222685	ATT CONSIGUELO BASICO 3	04/09/18	19/01/19
700786701	ATT CONSIGUELO BASICO 1	01/09/18	08/01/19
701724761	ATT CONSIGUELO BASICO 1	12/09/18	02/01/19
702947380	ATT CONSIGUELO BASICO 1	04/10/18	27/01/19
37507824	ATT CONSIGUELO BASICO 2	05/08/18	23/01/19
700768517	ATT CONSIGUELO BASICO 1	31/08/18	16/01/19
38687368	ATT CONSIGUELO BASICO 1.5	18/08/18	06/01/19
703850751	ATT CONSIGUELO BASICO 1	19/10/18	05/01/19
704787223	ATT CONSIGUELO BASICO 1	01/11/18	05/01/19
37789519	ATT CONSIGUELO BASICO 2	07/08/18	09/01/19
38689334	ATT CONSIGUELO COMPLETO 5	18/08/18	04/01/19
700748924	ATT CONSIGUELO COMPLETO 5	30/08/18	24/01/19
700772524	ATT CONSIGUELO COMPLETO 5	31/08/18	24/01/19
700786071	ATT CONSIGUELO BASICO 1.5	01/09/18	19/01/19
703341911	ATT CONSIGUELO BASICO 3	10/10/18	03/01/19
38596915	ATT CONSIGUELO COMPLETO 5	16/08/18	24/01/19
38660747	ATT CONSIGUELO COMPLETO 5	17/08/18	24/01/19
700009814	ATT CONSIGUELO BASICO 3	19/08/18	24/01/19
700021814	ATT CONSIGUELO COMPLETO 6.5	20/08/18	04/01/19
700767421	ATT CONSIGUELO BASICO 3	31/08/18	18/01/19
701457028	ATT CONSIGUELO BASICO 3	08/09/18	24/01/19
36690973	ATT CONSIGUELO COMPLETO 5	29/07/18	18/01/19
37792900	ATT CONSIGUELO BASICO 3	07/08/18	27/01/19
38353159	ATT CONSIGUELO BASICO 1.5	12/08/18	28/01/19
707107061	ATT CONSIGUELO BASICO 2	25/11/18	04/01/19
708759733	ATT CONSIGUELO BASICO 2	15/12/18	18/01/19
700013827	ATT CONSIGUELO BASICO 2	20/08/18	06/01/19
700258535	ATT CONSIGUELO BASICO 2	24/08/18	23/01/19
701417493	ATT CONSIGUELO BASICO 2	07/09/18	27/01/19
38501909	ATT CONSIGUELO BASICO 2	14/08/18	27/01/19
700244379	ATT CONSIGUELO BASICO 2	23/08/18	11/01/19
700246508	ATT CONSIGUELO BASICO 1.5	23/08/18	17/01/19
703482385	ATT CONSIGUELO COMPLETO 8	13/10/18	10/01/19
703866279	ATT CONSIGUELO BASICO 3	20/10/18	24/01/19
704809136	ATT CONSIGUELO BASICO 1	02/11/18	02/01/19
36154544	ATT CONSIGUELO BASICO 2	18/07/18	04/01/19
700034492	ATT CONSIGUELO COMPLETO 5	21/08/18	08/01/19
700767528	ATT CONSIGUELO BASICO 1	31/08/18	17/01/19
700773513	ATT CONSIGUELO BASICO 1	31/08/18	17/01/19
701543154	ATT CONSIGUELO BASICO 3	09/09/18	27/01/19
708203003	ATT CONSIGUELO BASICO 1	08/12/18	16/01/19
36655665	ATT CONSIGUELO BASICO 3	27/07/18	14/01/19
36680560	ATT CONSIGUELO BASICO 3	28/07/18	18/01/19
38575309	ATT CONSIGUELO BASICO 3	15/08/18	18/01/19
700796461	ATT CONSIGUELO BASICO 2	01/09/18	19/01/19
708765579	ATT CONSIGUELO BASICO 2	15/12/18	08/01/19
36162640	ATT CONSIGUELO COMPLETO 5	18/07/18	10/01/19
36885579	ATT CONSIGUELO BASICO 3	01/08/18	18/01/19
700294735	ATT CONSIGUELO BASICO 2	26/08/18	11/01/19
700300828	ATT CONSIGUELO COMPLETO 5	26/08/18	11/01/19
700299836	ATT CONSIGUELO BASICO 3	26/08/18	18/01/19
700535530	ATT CONSIGUELO BASICO 3	27/08/18	14/01/19
700751124	ATT CONSIGUELO BASICO 1	30/08/18	28/01/19
707091221	ATT CONSIGUELO COMPLETO 10	24/11/18	20/01/19
36398931	ATT CONSIGUELO BASICO 3	23/07/18	10/01/19
36681611	ATT CONSIGUELO COMPLETO 5	28/07/18	11/01/19
37510808	ATT CONSIGUELO BASICO 1.5	05/08/18	23/01/19
37522249	ATT CONSIGUELO BASICO 2	06/08/18	23/01/19
38658324	ATT CONSIGUELO BASICO 2	17/08/18	04/01/19
700296633	ATT CONSIGUELO BASICO 3	26/08/18	11/01/19
700299530	ATT CONSIGUELO COMPLETO 5	26/08/18	11/01/19
700709286	ATT CONSIGUELO BASICO 2	28/08/18	16/01/19
701230918	ATT CONSIGUELO COMPLETO 5	04/09/18	19/01/19
701245126	ATT CONSIGUELO COMPLETO 5	05/09/18	22/01/19
704817242	ATT CONSIGUELO BASICO 2	02/11/18	19/01/19
703897010	ATT CONSIGUELO BASICO 1	21/10/18	24/01/19
702594745	ATT CONSIGUELO BASICO 2	28/09/18	25/01/19
37012323	ATT CONSIGUELO BASICO 1	02/08/18	16/01/19
705613540	ATT CONSIGUELO BASICO 2	09/11/18	30/01/19
709905791	ATT CONSIGUELO BASICO 3	29/12/18	17/01/19
710136581	ATT CONSIGUELO BASICO 1	31/12/18	09/01/19
36188021	ATT CONSIGUELO BASICO 1.5	20/07/18	14/01/19
37012030	ATT INTERNET EN CASA COMPLETO	02/08/18	07/01/19
700057368	ATT CONSIGUELO COMPLETO 5	22/08/18	08/01/19
700057390	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO BACK TO SCHOOL HUAWEI	22/08/18	08/01/19
700536867	ATT CONSIGUELO BASICO 2	27/08/18	02/01/19
701047717	ATT CONSIGUELO BASICO 1	03/09/18	19/01/19
709041362	ATT CONSIGUELO BASICO 1	21/12/18	05/01/19
37245176	ATT CONSIGUELO COMPLETO 5	03/08/18	11/01/19
701445965	ATT CONSIGUELO BASICO 2	08/09/18	26/01/19
701442259	ATT CONSIGUELO BASICO 2	08/09/18	26/01/19
707562127	ATT CONSIGUELO BASICO 2	02/12/18	08/01/19
709239199	ATT CONSIGUELO BASICO 3	24/12/18	24/01/19
701451781	ATT CONSIGUELO BASICO 2	08/09/18	27/01/19
704780100	ATT CONSIGUELO BASICO 1	31/10/18	11/01/19
37515148	ATT CONSIGUELO BASICO 1.5	05/08/18	23/01/19
38093415	ATT CONSIGUELO BASICO 3	11/08/18	28/01/19
36659566	ATT CONSIGUELO BASICO 1.5	27/07/18	14/01/19
36687616	ATT CONSIGUELO BASICO 3	29/07/18	08/01/19
705307588	ATT CONSIGUELO BASICO 3	07/11/18	21/01/19
37022561	ATT INTERNET EN CASA COMPLETO	02/08/18	07/01/19
37531162	ATT CONSIGUELO BASICO 2	06/08/18	27/01/19
700049683	ATT CONSIGUELO BASICO 1	22/08/18	08/01/19
710136788	ATT CONSIGUELO BASICO 1	31/12/18	23/01/19
702566275	ATT CONSIGUELO COMPLETO 8	27/09/18	14/01/19
705928900	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	11/11/18	13/01/19
706209555	ATT INTERNET EN CASA BASICO V2	13/11/18	10/01/19
707107953	ATT CONSIGUELO BASICO 1	25/11/18	26/01/19
708752125	ATT CONSIGUELO BASICO 1	15/12/18	17/01/19
700548013	ATT CONSIGUELO BASICO 1.5	27/08/18	15/01/19
701717716	ATT CONSIGUELO BASICO 3	12/09/18	28/01/19
702937535	ATT CONSIGUELO BASICO 1	04/10/18	09/01/19
706582228	ATT CONSIGUELO BASICO 3	17/11/18	29/01/19
709070021	ATT CONSIGUELO BASICO 2	22/12/18	03/01/19
36187927	ATT CONSIGUELO BASICO 2	20/07/18	06/01/19
701041344	ATT CONSIGUELO BASICO 1.5	02/09/18	03/01/19
703115039	ATT CONSIGUELO BASICO 1.5	07/10/18	16/01/19
709007025	ATT CONSIGUELO BASICO 2	20/12/18	08/01/19
709016296	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTO E5	20/12/18	08/01/19
701228662	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO SAMSUNG GALAXY GRAND PRIME	04/09/18	22/01/19
701228669	ATT CONSIGUELO COMPLETO 5	04/09/18	22/01/19
702268975	ATT CONSIGUELO BASICO 2	22/09/18	09/01/19
703539930	ATT V2 CT DAMOSMAS 449	14/10/18	11/01/19
704469096	ATT CONSIGUELO BASICO 2	28/10/18	05/01/19
704786012	ATT CONSIGUELO BASICO 2	01/11/18	21/01/19
705126590	ATT CONSIGUELO BASICO 3	05/11/18	28/01/19
36614099	ATT CONSIGUELO COMPLETO 13	25/07/18	08/01/19
37014371	ATT CONSIGUELO BASICO 2	02/08/18	19/01/19
38659172	ATT CONSIGUELO BASICO 1	17/08/18	23/01/19
702644291	ATT CONSIGUELO COMPLETO 10	30/09/18	08/01/19
707559252	ATT CONSIGUELO BASICO 2	02/12/18	24/01/19
707559496	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTO E5	02/12/18	09/01/19
700010851	ATT CONSIGUELO COMPLETO 5	19/08/18	26/01/19
705126043	ATT CONSIGUELO BASICO 1	05/11/18	05/01/19
704598544	ATT CONSIGUELO BASICO 2	29/10/18	18/01/19
705058385	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	04/11/18	30/01/19
705766275	ATT CONSIGUELO BASICO 2	10/11/18	05/01/19
36830934	ATT CONSIGUELO BASICO 3	30/07/18	17/01/19
700242025	ATT CONSIGUELO BASICO 3	23/08/18	08/01/19
700795395	ATT CONSIGUELO BASICO 1	01/09/18	19/01/19
701245867	ATT CONSIGUELO BASICO 2	05/09/18	03/01/19
704331174	ATT CONSIGUELO BASICO 3	24/10/18	16/01/19
36633233	ATT CONSIGUELO BASICO 2	26/07/18	11/01/19
36852284	ATT CONSIGUELO BASICO 1.5	31/07/18	19/01/19
37249260	ATT CONSIGUELO BASICO 2	04/08/18	19/01/19
37249261	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO BACK TO SCHOOL HUAWEI	04/08/18	19/01/19
36681814	ATT INTERNET EN CASA BASICO	28/07/18	07/01/19
700024906	ATT CONSIGUELO COMPLETO 5	20/08/18	06/01/19
701045260	ATT CONSIGUELO COMPLETO 5	03/09/18	15/01/19
703888382	ATT CONSIGUELO BASICO 3	21/10/18	28/01/19
701230368	ATT CONSIGUELO BASICO 1	04/09/18	22/01/19
701230608	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	04/09/18	22/01/19
701560925	ATT CONSIGUELO BASICO 1	10/09/18	22/01/19
701952963	ATT CONSIGUELO BASICO 2	18/09/18	08/01/19
704480563	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO MOTOROLA ONE	28/10/18	25/01/19
708005747	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	06/12/18	08/01/19
710125399	ATT CONSIGUELO BASICO 3	31/12/18	10/01/19
703538325	ATT CONSIGUELO COMPLETO 5	14/10/18	18/01/19
708202002	ATT CONSIGUELO BASICO 1	08/12/18	25/01/19
710005694	ATT COMPARTELO INTERNET EN CASA V2	30/12/18	29/01/19
703752206	ATT CONSIGUELO BASICO 2	17/10/18	28/01/19
704204765	ATT CONSIGUELO BASICO 3	23/10/18	22/01/19
704209272	ATT CONSIGUELO BASICO 3	23/10/18	22/01/19
704212541	ATT CONSIGUELO BASICO 3	23/10/18	22/01/19
38589196	ATT CONSIGUELO BASICO 3	16/08/18	02/01/19
700707289	ATT CONSIGUELO BASICO 3	28/08/18	16/01/19
700772408	ATT CONSIGUELO BASICO 2	31/08/18	24/01/19
36837900	ATT CONSIGUELO BASICO 3	30/07/18	15/01/19
38564199	ATT CONSIGUELO BASICO 2	15/08/18	08/01/19
702532283	ATT CONSIGUELO BASICO 1	25/09/18	29/01/19
707398728	ATT CONSIGUELO BASICO 3	30/11/18	05/01/19
707398977	COMPARTELO ADICIONAL VOZ, SMS Y DATOS BOGO ZTE A321	30/11/18	31/01/19
708995552	ATT CONSIGUELO BASICO 2	19/12/18	28/01/19
709024786	ATT CONSIGUELO BASICO 2	20/12/18	28/01/19
709997342	ATT CONSIGUELO BASICO 2	30/12/18	28/01/19
36866139	ATT CONSIGUELO BASICO 2	31/07/18	17/01/19
701242656	ATT CONSIGUELO BASICO 1.5	05/09/18	21/01/19
35586532	ATT CONSIGUELO COMPLETO 5	09/07/18	05/01/19
700760938	ATT CONSIGUELO BASICO 2	31/08/18	07/01/19
705132196	ATT CONSIGUELO COMPLETO 5	05/11/18	10/01/19
705135754	ATT CONSIGUELO BASICO 1	05/11/18	23/01/19
36230841	ATT CONSIGUELO BASICO 3	22/07/18	07/01/19
37020032	ATT V2 CT DAMOSMAS 349	02/08/18	09/01/19
709056233	ATT CONSIGUELO COMPLETO 8	22/12/18	22/01/19
35998006	ATT CONSIGUELO BASICO 2	16/07/18	12/01/19
38669873	ATT CONSIGUELO BASICO 3	17/08/18	04/01/19
38671155	ATT CONSIGUELO COMPLETO 5	17/08/18	04/01/19
701822328	ATT CONSIGUELO BASICO 2	14/09/18	21/01/19
706585916	ATT CONSIGUELO BASICO 2	17/11/18	02/01/19
706929329	ATT CONSIGUELO BASICO 2	21/11/18	21/01/19
701023425	ATT CONSIGUELO BASICO 3	02/09/18	24/01/19
703753335	ATT CONSIGUELO BASICO 2	17/10/18	09/01/19
703848861	ATT CONSIGUELO COMPLETO 5	19/10/18	25/01/19
707096528	ATT CONSIGUELO BASICO 2	25/11/18	26/01/19
708871155	ATT CONSIGUELO BASICO 3	17/12/18	23/01/19
709135429	ATT CONSIGUELO BASICO 1	23/12/18	27/01/19
38067628	ATT V2 CT DAMOSMAS 549	10/08/18	02/01/19
701028335	ATT CONSIGUELO BASICO 1	02/09/18	25/01/19
701934688	ATT CONSIGUELO BASICO 2	17/09/18	18/01/19
702607657	ATT CONSIGUELO BASICO 1	29/09/18	18/01/19
702630802	ATT CONSIGUELO COMPLETO 5	30/09/18	02/01/19
36229341	ATT CONSIGUELO BASICO 2	22/07/18	10/01/19
36641130	ATT CONSIGUELO BASICO 1.5	26/07/18	11/01/19
36874152	ATT CONSIGUELO BASICO 1	01/08/18	23/01/19
38065958	ATT CONSIGUELO BASICO 2	09/08/18	27/01/19
700728544	ATT CONSIGUELO BASICO 1.5	29/08/18	24/01/19
700734827	ATT CONSIGUELO BASICO 1	29/08/18	16/01/19
701269168	ATT CONSIGUELO BASICO 3	06/09/18	24/01/19
701433644	ATT CONSIGUELO COMPLETO 5	07/09/18	24/01/19
701435383	ATT CONSIGUELO COMPLETO 5	07/09/18	24/01/19
701710886	ATT CONSIGUELO COMPLETO 5	12/09/18	24/01/19
708112968	ATT V2 CT DAMOSMAS 549	07/12/18	07/01/19
706546451	ATT CONSIGUELO BASICO 1	16/11/18	17/01/19
702414357	ATT CONSIGUELO BASICO 2	23/09/18	18/01/19
706342007	ATT CONSIGUELO COMPLETO 5	14/11/18	08/01/19
706342137	COMPARTELO ADICIONAL VOZ, SMS Y DATOS	14/11/18	08/01/19
709062073	ATT CONSIGUELO BASICO 3	22/12/18	08/01/19
704777310	ATT CONSIGUELO BASICO 1	31/10/18	29/01/19
705301246	ATT CONSIGUELO BASICO 1	06/11/18	30/01/19
707034396	ATT CONSIGUELO BASICO 2	23/11/18	24/01/19
709140256	ATT CONSIGUELO BASICO 1	23/12/18	12/01/19
38355470	ATT CONSIGUELO BASICO 2	12/08/18	28/01/19
700730293	ATT CONSIGUELO BASICO 1.5	29/08/18	16/01/19
701223735	ATT CONSIGUELO BASICO 3	04/09/18	24/01/19
36219133	ATT CONSIGUELO BASICO 1.5	22/07/18	08/01/19
38090523	ATT CONSIGUELO BASICO 1	11/08/18	18/01/19
700756713	ATT CONSIGUELO BASICO 1	31/08/18	24/01/19
701048401	ATT CONSIGUELO BASICO 1	03/09/18	19/01/19
701227049	ATT CONSIGUELO BASICO 1	04/09/18	19/01/19
701544510	ATT CONSIGUELO BASICO 1	09/09/18	27/01/19
700298769	ATT CONSIGUELO BASICO 2	26/08/18	10/01/19
700771800	ATT CONSIGUELO BASICO 1.5	31/08/18	19/01/19
36224252	ATT INTERNET EN CASA COMPLETO	22/07/18	10/01/19
709461739	ATT V2 CT DAMOSMAS 549	26/12/18	31/01/19
704772107	ATT CONSIGUELO BASICO 2	31/10/18	28/01/19
708194454	ATT CONSIGUELO BASICO 2	08/12/18	05/01/19
701569788	ATT CONSIGUELO BASICO 1	11/09/18	28/01/19
705454282	ATT CONSIGUELO BASICO 2	08/11/18	29/01/19
38595674	ATT CONSIGUELO BASICO 1	16/08/18	02/01/19
38657830	ATT CONSIGUELO BASICO 2	17/08/18	10/01/19
703061785	ATT V2 CT DAMOSMAS 349	05/10/18	18/01/19
709588924	ATT CONSIGUELO BASICO 1	27/12/18	25/01/19
707416841	ATT CONSIGUELO BASICO 2	01/12/18	04/01/19
708756336	ATT CONSIGUELO BASICO 1	15/12/18	27/01/19
709904863	ATT CONSIGUELO BASICO 1	29/12/18	10/01/19
36215451	ATT CONSIGUELO BASICO 2	22/07/18	08/01/19
37021726	ATT CONSIGUELO BASICO 1.5	02/08/18	10/01/19
38352729	ATT CONSIGUELO COMPLETO 13	12/08/18	28/01/19
700041386	ATT CONSIGUELO BASICO 3	21/08/18	14/01/19
700272038	ATT CONSIGUELO BASICO 1.5	25/08/18	27/01/19
701229187	ATT CONSIGUELO BASICO 1	04/09/18	02/01/19
704785379	ATT CONSIGUELO BASICO 1	01/11/18	30/01/19
708235125	ATT CONSIGUELO BASICO 1	10/12/18	15/01/19
708764420	ATT CONSIGUELO BASICO 1	15/12/18	26/01/19
709048326	ATT CONSIGUELO BASICO 1	21/12/18	11/01/19
701818042	ATT CONSIGUELO BASICO 1	14/09/18	16/01/19
702271185	ATT CONSIGUELO BASICO 1	22/09/18	02/01/19
700246178	ATT CONSIGUELO BASICO 3	23/08/18	11/01/19
700734970	ATT CONSIGUELO BASICO 1	29/08/18	24/01/19
701853642	ATT CONSIGUELO COMPLETO 5	16/09/18	11/01/19
702599136	ATT CONSIGUELO COMPLETO 5	28/09/18	18/01/19
703553217	ATT CONSIGUELO BASICO 2	15/10/18	11/01/19
707406197	ATT CONSIGUELO BASICO 2	30/11/18	29/01/19
707426248	ATT CONSIGUELO BASICO 3	01/12/18	24/01/19
36230745	ATT CONSIGUELO BASICO 2	22/07/18	16/01/19
701265069	ATT CONSIGUELO BASICO 2	06/09/18	24/01/19
702546235	ATT CONSIGUELO BASICO 1	26/09/18	10/01/19
709597382	ATT CONSIGUELO BASICO 3	27/12/18	31/01/19
36164371	ATT INTERNET EN CASA BASICO	18/07/18	03/01/19
36181737	ATT CONSIGUELO COMPLETO 5	20/07/18	06/01/19
36843561	ATT CONSIGUELO BASICO 1.5	30/07/18	17/01/19
36844867	ATT CONSIGUELO BASICO 2	30/07/18	17/01/19
38081189	ATT CONSIGUELO BASICO 3	10/08/18	24/01/19
38672054	ATT CONSIGUELO BASICO 3	17/08/18	08/01/19
700003319	ATT CONSIGUELO BASICO 3	19/08/18	24/01/19
700056897	ATT CONSIGUELO BASICO 3	22/08/18	24/01/19
700252104	ATT CONSIGUELO BASICO 1.5	23/08/18	11/01/19
700252783	ATT CONSIGUELO BASICO 1.5	23/08/18	17/01/19
700243308	ATT CONSIGUELO BASICO 3	23/08/18	24/01/19
700271581	ATT CONSIGUELO BASICO 3	25/08/18	24/01/19
700709529	ATT CONSIGUELO BASICO 3	28/08/18	24/01/19
700757176	ATT CONSIGUELO BASICO 2	31/08/18	17/01/19
700794669	ATT CONSIGUELO BASICO 3	01/09/18	23/01/19
701047711	ATT CONSIGUELO BASICO 3	03/09/18	24/01/19
701223143	ATT CONSIGUELO BASICO 3	04/09/18	24/01/19
701223225	ATT CONSIGUELO BASICO 3	04/09/18	24/01/19
